808048656,810326609
808048656,829406238
808048656,857968897
808048656,896133775
808048656,880749030
808048656,917022055
808048656,984431692
808048656,950067937
808048656,1045840142
808048656,595245458
808048656,972095322
808048656,931564815
808048656,669916553
808048656,21650088
808048656,747588605
808048656,719738252
808048656,356090311
808048656,412609048
808048656,429715038
808048656,655614964
808048656,687086367
808048656,328016195
808048656,337158157
808048656,610015366
808048656,346604465
808048656,1535867569
808048656,1813663886
808048656,1205751696
808048656,1768374529
808048656,193657765
808048656,2146077561
808048656,154369042
1535867569,1535291138
1535867569,1552843626
1535867569,1564123603
1535867569,1606736014
1535867569,1357614922
1535867569,1445495455
1535867569,1385835533
1535867569,1441612825
1535867569,1237848853
1535867569,1205751696
1535867569,1768374529
1535867569,1191556871
1535867569,1958270851
1535867569,2146077561
1535867569,808048656
1535867569,1813663886
1535867569,857968897
1535867569,1742216132
1535867569,669916553
1535867569,412609048
1535867569,35335419
1813663886,1823860223
1813663886,1842842307
1813663886,1842032543
1813663886,1831957352
1813663886,1768374529
1813663886,1787962099
1813663886,1749778316
1813663886,1787818590
1813663886,1765722331
1813663886,1742216132
1813663886,2094083926
1813663886,1709282372
1813663886,2146077561
1813663886,1615332139
1813663886,1694951369
1813663886,1685727522
1813663886,1726494134
1813663886,1205751696
1813663886,1191556871
1813663886,1958270851
1813663886,1294605152
1813663886,1270110844
1813663886,808048656
1813663886,1535867569
1813663886,857968897
1813663886,669916553
1813663886,687086367
1813663886,328016195
1813663886,154369042
1205751696,1191556871
1205751696,1191713529
1205751696,1147520909
1205751696,1445495455
1205751696,1441612825
1205751696,1237848853
1205751696,1340133537
1205751696,1312702418
1205751696,1243841409
1205751696,1337054436
1205751696,1294605152
1205751696,1270110844
1205751696,1294662382
1205751696,1535867569
1205751696,1813663886
1205751696,1768374529
1205751696,1742216132
1205751696,1535291138
1205751696,1823860223
1205751696,1357614922
1205751696,1958270851
1205751696,1552843626
1205751696,808048656
1205751696,857968897
1205751696,669916553
1205751696,35335419
1768374529,1765722331
1768374529,1749778316
1768374529,1796920026
1768374529,1813663886
1768374529,1823860223
1768374529,1787962099
1768374529,1842842307
1768374529,1787818590
1768374529,1842032543
1768374529,1742216132
1768374529,1709282372
1768374529,1615332139
1768374529,1205751696
1768374529,1535867569
1768374529,1191556871
1768374529,1535291138
1768374529,1958270851
1768374529,2010858167
1768374529,2146077561
1768374529,808048656
1768374529,857968897
1768374529,669916553
857968897,829406238
857968897,808048656
857968897,896133775
857968897,810326609
857968897,880749030
857968897,931564815
857968897,917022055
857968897,984431692
857968897,950067937
857968897,1045840142
857968897,595245458
857968897,972095322
857968897,979156703
857968897,669916553
857968897,21650088
857968897,747588605
857968897,719738252
857968897,356090311
857968897,412609048
